drug_name,smiles,molecular_weight,num_atoms,num_heavy_atoms,num_bonds,num_rings,num_aromatic_rings,num_saturated_rings,num_aliphatic_rings,tpsa,logp,molar_refractivity,num_hbd,num_hba,num_rotatable_bonds,num_sp3_carbons,formal_charge,num_positive_charges,num_negative_charges,sa_score,num_carbons,num_nitrogens,num_oxygens,num_sulfurs,num_halogens,num_heteroatoms,fr_amide,fr_ester,fr_ether,fr_ketone,fr_aldehyde,fr_COO,fr_amine,fr_aromatic,fr_benzene,fr_pyridine,fr_pyrimidine,fr_pyrazole,fr_imidazole,fr_thiazole,fr_oxazole,fr_phenol,fr_aniline,fr_halogen,fr_alkyl_halide,fr_benzodiazepine,fr_bicyclic,fr_urea,fr_sulfonamide,fr_thiophene,fr_furan,fr_pyrrole,fr_azide,fr_aziridine,fr_epoxide,fr_oxirane,ecfp4_density,ecfp4_bits,ecfp6_density,ecfp6_bits,maccs_density,maccs_bits,balaban_j,bertz_ct,kier_flexibility,kier_shape1,kier_shape2
AZD-7648,CC1=CC2=NC=NN2C=C1NC3=NC=C4C(=N3)N(C(=O)N4C)C5CCOCC5,-0.21475617660331886,3.8918202981106265,3.367295829986474,3.970291913552122,1.791759469228055,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.07047567120202483,-0.5521555320923801,-0.16007884197520225,0.6931471805599453,2.3978952727983707,1.791759469228055,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,2.1972245773362196,1.0986122886681098,0.0,0.0,2.3978952727983707,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4318181818181818,0.4318181818181818,0.3919597989949749,0.3919597989949749,0.5483870967741935,0.5483870967741936,-0.7485224076120595,0.03566920666791574,-0.16511619699111216,-0.45491708088180755,-0.6168003863830771
AZD-8055,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,0.24288112000558956,4.189654742026425,3.5553480614894135,4.248495242049359,1.791759469228055,1.3862943611198906,1.0986122886681098,1.0986122886681098,-0.10261640951812237,-0.0888135430748757,0.4040723277134518,0.6931471805599453,2.302585092994046,2.302585092994046,0.0,0.0,0.0,0.0,0.0,3.258096538021482,1.791759469228055,1.6094379124341003,0.0,0.0,2.302585092994046,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44696969696969696,0.44696969696969696,0.4221105527638191,0.4221105527638191,0.5591397849462365,0.5591397849462366,-0.5592017843595164,0.39769721573418154,0.023842644963123952,0.21312098834232168,-0.12634717029832887
AZD1390,CC(C)N1C2=C(C=NC3=CC(=C(C=C32)C4=CN=C(C=C4)OCCCN5CCCCC5)F)N(C1=O)C,0.3075422352977505,4.219507705176107,3.58351893845611,4.276666119016055,1.791759469228055,1.6094379124341003,0.6931471805599453,0.6931471805599453,-0.5379219218071128,0.9024797718244821,0.5257384207866748,0.0,2.0794415416798357,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,3.332204510175204,1.791759469228055,1.0986122886681098,0.0,0.6931471805599453,2.1972245773362196,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4924242424242425,0.4924242424242425,0.457286432160804,0.457286432160804,0.5483870967741935,0.5483870967741936,-0.8860055721790724,0.6695476840593347,0.0716426013012823,0.2295533256263792,-0.0409166680382536
AZD2858,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CN=C(C(=N3)C(=O)NC4=CN=CC=C4)N,0.17824150466863814,4.02535169073515,3.4965075614664802,4.07753744390572,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.5426159274494954,-0.6681430615365,0.19640779235887595,1.0986122886681098,2.1972245773362196,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,3.091042453358316,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.0,2.4849066497880004,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.4090909090909091,0.3768844221105528,0.3768844221105528,0.6559139784946235,0.6559139784946237,-0.6932806171186338,0.16514091612114482,0.34185229878347345,0.069200968219828,-0.027332955949904893
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,0.46352978533048556,4.248495242049359,3.6375861597263857,4.30406509320417,1.791759469228055,1.6094379124341003,0.6931471805599453,0.6931471805599453,-0.38465192787818187,0.9076575538294775,0.6125228988754017,0.6931471805599453,2.1972245773362196,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,3.332204510175204,2.1972245773362196,0.0,0.0,1.0986122886681098,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47727272727272724,0.47727272727272724,0.4522613065326633,0.4522613065326633,0.4623655913978494,0.4623655913978495,-0.9421966998040318,0.6310675433950396,0.349869045839213,0.3708955917611721,0.18862471815599322
Abiraterone acetate,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,-0.15486267637883588,4.143134726391533,3.4011973816621555,4.204692619390966,1.791759469228055,0.6931471805599453,1.0986122886681098,1.6094379124341003,-0.9435723436210556,1.356143826020569,0.08468045853321042,0.0,1.3862943611198906,1.791759469228055,0.0,0.0,0.0,0.0,0.0,3.295836866004329,0.6931471805599453,1.0986122886681098,0.0,0.0,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.4090909090909091,0.3869346733668342,0.3869346733668342,0.3225806451612902,0.32258064516129037,-0.4477132161204637,0.22869554495591457,-0.6484967878093496,-0.3715935481379057,-0.534021061786031
Acetazolamide,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,-1.0648697805703569,2.995732273553991,2.6390573296152584,2.995732273553991,0.6931471805599453,0.6931471805599453,0.0,0.0,0.24029008402756136,-1.6087010628298597,-1.3295327079329908,1.0986122886681098,1.9459101490553132,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.0,2.302585092994046,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19696969696969696,0.19696969696969696,0.16080402010050251,0.16080402010050251,0.4623655913978494,0.4623655913978495,0.39150707278604463,-1.2658287210017518,-0.6671289295548221,-1.0761217623315562,-0.594362208470313
Acetohexamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,-0.5158092994224334,3.7612001156935624,3.1354942159291497,3.784189633918261,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.11401020743748289,-0.27694251844094714,-0.5825577760543101,1.0986122886681098,1.6094379124341003,1.791759469228055,0.0,0.0,0.0,0.0,0.0,2.772588722239781,1.0986122886681098,1.6094379124341003,0.6931471805599453,0.0,2.0794415416798357,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26515151515151514,0.26515151515151514,0.23115577889447236,0.23115577889447236,0.4946236559139784,0.4946236559139786,0.10987192111507137,-0.5369424303892937,-0.7004805127542836,-0.3527673879430005,-0.11491977116230229
Adagrasib,CN1CCCC1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN(C(C6)CC#N)C(=O)C(=C)F,0.9877255682787925,4.3694478524670215,3.784189633918261,4.430816798843313,1.9459101490553132,1.3862943611198906,1.0986122886681098,1.3862943611198906,-0.16879408510454463,0.8190705687540759,1.110181564214326,0.0,2.1972245773362196,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,3.4965075614664802,2.0794415416798357,1.0986122886681098,0.0,1.0986122886681098,2.4849066497880004,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6287878787878789,0.6287878787878789,0.5628140703517588,0.5628140703517588,0.6344086021505375,0.6344086021505377,-0.8073046860868778,1.0530137505777653,0.9584414117117132,0.7535151410241182,0.350758596969575
Adenine,C1=NC2=NC=NC(=C2N1)N,-1.5331441800190986,2.772588722239781,2.3978952727983707,2.833213344056216,1.0986122886681098,1.0986122886681098,0.0,0.0,-0.29912040377120197,-1.2650214384714307,-1.523281347019828,1.0986122886681098,1.6094379124341003,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14393939393939395,0.14393939393939395,0.1306532663316583,0.1306532663316583,0.2043010752688172,0.20430107526881722,0.18337732538155813,-1.3191971865155414,-1.459992667635773,-1.421163055424544,-1.2532248607283993
Adenosine,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,-0.8230275343978318,3.4965075614664802,2.995732273553991,3.5553480614894135,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6226846717321247,-2.0968981429820817,-0.979207777668166,1.6094379124341003,2.302585092994046,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,2.3978952727983707,1.791759469228055,1.6094379124341003,0.0,0.0,2.302585092994046,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30303030303030304,0.30303030303030304,0.2613065326633166,0.2613065326633166,0.5268817204301074,0.5268817204301076,-0.2565020958990816,-0.8390599334733123,-0.6994605231375342,-0.8673887167653382,-0.8876691750915544
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,0.35249326665172775,4.0943445622221,3.5553480614894135,4.143134726391533,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.6931471805599453,-0.17222783242270803,0.6700442725901596,0.40220625829022466,1.0986122886681098,2.0794415416798357,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,3.2188758248682006,1.791759469228055,1.3862943611198906,0.0,1.0986122886681098,2.3978952727983707,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606060606060606,0.5606060606060606,0.49246231155778897,0.49246231155778897,0.6451612903225805,0.6451612903225807,-0.535542068532761,0.22639716914721358,0.5433995099207947,0.43242347181060975,0.39630528155638145
Aliskiren,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,0.7062857795994206,4.532599493153256,3.6888794541139363,4.532599493153256,0.6931471805599453,0.6931471805599453,0.0,0.0,0.7255410118534746,0.1937925787749658,0.8949976265777616,1.6094379124341003,2.0794415416798357,3.4011973816621555,0.0,0.0,0.0,0.0,0.0,3.4339872044851463,1.3862943611198906,1.9459101490553132,0.0,0.0,2.302585092994046,1.0986122886681098,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5454545454545454,0.4723618090452262,0.4723618090452262,0.5376344086021504,0.5376344086021506,3.0311621452824244,0.7509004101517335,-0.1906556842784602,1.6340352108090201,2.13322202169303
Allantoin,C1(C(=O)NC(=O)N1)NC(=O)N,-1.409589312419688,2.8903717578961645,2.4849066497880004,2.8903717578961645,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.2134444231764655,-2.183686804441655,-1.5827873201154143,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.0,0.0,2.0794415416798357,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.1590909090909091,0.12060301507537688,0.12060301507537688,0.30107526881720426,0.30107526881720437,0.45367059518965214,-1.4361821456719062,-1.28628781777792,-1.2618662884159706,-0.9420379187756283
Allopurinol,C1=NNC2=C1C(=O)NC=N2,-1.5278551910375953,2.70805020110221,2.3978952727983707,2.772588722239781,1.0986122886681098,1.0986122886681098,0.0,0.0,-0.39354845502069613,-1.3905131516629754,-1.5556762305409861,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,1.6094379124341003,0.6931471805599453,0.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14393939393939395,0.14393939393939395,0.1306532663316583,0.1306532663316583,0.30107526881720426,0.30107526881720437,0.40243907522137995,-1.273404910106127,-1.339993311188964,-1.421163055424544,-1.2532248607283993
Almonertinib (hydrochloride),CN(C)CCN(C)C1=CC(=C(C=C1NC(=O)C=C)NC2=NC=CC(=N2)C3=CN(C4=CC=CC=C43)C5CC5)OC.Cl,0.5659340719926891,4.31748811353631,3.6888794541139363,4.3694478524670215,1.791759469228055,1.6094379124341003,0.6931471805599453,0.6931471805599453,-0.18877225131931388,1.0687161118674178,0.9688870341226122,1.0986122886681098,2.1972245773362196,2.772588722239781,0.0,0.0,0.0,0.0,0.0,3.4339872044851463,2.0794415416798357,1.0986122886681098,0.0,0.0,2.302585092994046,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5984848484848484,0.5984848484848484,0.5376884422110553,0.5376884422110553,0.6236559139784945,0.6236559139784947,-0.6788581337471764,0.8795892946947973,0.3141779186290064,0.5125108667689761,0.3174996422660453
